X,Y,FID,Source,Year,Line,Station,Service_Ty,Direction,Boards,Leaves,Stop_ID,Latitude,Longitude
-8420034.47978029,4868080.26645766,1034,Census,2019,Paoli/Thorndale,Whitford,Sunday,Outbound,0,0,90503,40.01471096,-75.63845666
-8361690.89047871,4886844.23239449,1035,Census,2019,Warminster,Willow Grove,Weekday,Inbound,233,7,90415,40.14368513,-75.11434728
-8361690.89047871,4886844.23239449,1036,Census,2019,Warminster,Willow Grove,Weekday,Outbound,1,364,90415,40.14368513,-75.11434728
-8361690.89047871,4886844.23239449,1037,Census,2019,Warminster,Willow Grove,Saturday,Inbound,195,5,90415,40.14368513,-75.11434728
-8361690.89047871,4886844.23239449,1038,Census,2019,Warminster,Willow Grove,Saturday,Outbound,6,219,90415,40.14368513,-75.11434728
-8361690.89047871,4886844.23239449,1039,Census,2019,Warminster,Willow Grove,Sunday,Inbound,113,2,90415,40.14368513,-75.11434728
-8361690.89047871,4886844.23239449,1040,Census,2019,Warminster,Willow Grove,Sunday,Outbound,3,108,90415,40.14368513,-75.11434728
-8410291.50406261,4827790.17493953,1041,Census,2019,Wilmington/Newark,Wilmington,Weekday,Inbound,911,22,90203,39.73695205,-75.55093402
-8410291.50406261,4827790.17493953,1042,Census,2019,Wilmington/Newark,Wilmington,Weekday,Outbound,14,892,90203,39.73695205,-75.55093402
-8410291.50406261,4827790.17493953,1043,Census,2019,Wilmington/Newark,Wilmington,Saturday,Inbound,334,0,90203,39.73695205,-75.55093402
-8410291.50406261,4827790.17493953,1044,Census,2019,Wilmington/Newark,Wilmington,Saturday,Outbound,0,415,90203,39.73695205,-75.55093402
-8410291.50406261,4827790.17493953,1045,Census,2019,Wilmington/Newark,Wilmington,Sunday,Inbound,336,0,90203,39.73695205,-75.55093402
-8410291.50406261,4827790.17493953,1046,Census,2019,Wilmington/Newark,Wilmington,Sunday,Outbound,0,286,90203,39.73695205,-75.55093402
-8372361.95126267,4868350.02112733,1047,Census,2019,Manayunk/Norristown,Wissahickon,Weekday,Inbound,617,49,90220,40.01656685,-75.21020705
-8372361.95126267,4868350.02112733,1048,Census,2019,Manayunk/Norristown,Wissahickon,Weekday,Outbound,54,566,90220,40.01656685,-75.21020705
-8372361.95126267,4868350.02112733,1049,Census,2019,Manayunk/Norristown,Wissahickon,Saturday,Inbound,102,24,90220,40.01656685,-75.21020705
-8372361.95126267,4868350.02112733,1050,Census,2019,Manayunk/Norristown,Wissahickon,Saturday,Outbound,16,114,90220,40.01656685,-75.21020705
-8372361.95126267,4868350.02112733,1051,Census,2019,Manayunk/Norristown,Wissahickon,Sunday,Inbound,77,28,90220,40.01656685,-75.21020705
-8372361.95126267,4868350.02112733,1052,Census,2019,Manayunk/Norristown,Wissahickon,Sunday,Outbound,17,64,90220,40.01656685,-75.21020705
-8366936.04001952,4871201.55319595,1053,Census,2019,Chestnut Hill East,Wister,Weekday,Inbound,50,4,90712,40.03618207,-75.16146526
-8366936.04001952,4871201.55319595,1054,Census,2019,Chestnut Hill East,Wister,Weekday,Outbound,1,46,90712,40.03618207,-75.16146526
-8366936.04001952,4871201.55319595,1055,Census,2019,Chestnut Hill East,Wister,Saturday,Inbound,14,3,90712,40.03618207,-75.16146526
-8366936.04001952,4871201.55319595,1056,Census,2019,Chestnut Hill East,Wister,Saturday,Outbound,3,14,90712,40.03618207,-75.16146526
-8366936.04001952,4871201.55319595,1057,Census,2019,Chestnut Hill East,Wister,Sunday,Inbound,14,0,90712,40.03618207,-75.16146526
-8366936.04001952,4871201.55319595,1058,Census,2019,Chestnut Hill East,Wister,Sunday,Outbound,0,19,90712,40.03618207,-75.16146526
-8336818.05864006,4893714.75493395,1059,Census,2019,West Trenton,Woodbourne,Weekday,Inbound,571,4,90325,40.19084857,-74.89091083
-8336818.05864006,4893714.75493395,1060,Census,2019,West Trenton,Woodbourne,Weekday,Outbound,2,574,90325,40.19084857,-74.89091083
-8336818.05864006,4893714.75493395,1061,Census,2019,West Trenton,Woodbourne,Saturday,Inbound,117,1,90325,40.19084857,-74.89091083
-8336818.05864006,4893714.75493395,1062,Census,2019,West Trenton,Woodbourne,Saturday,Outbound,0,119,90325,40.19084857,-74.89091083
-8336818.05864006,4893714.75493395,1063,Census,2019,West Trenton,Woodbourne,Sunday,Inbound,129,3,90325,40.19084857,-74.89091083
-8336818.05864006,4893714.75493395,1064,Census,2019,West Trenton,Woodbourne,Sunday,Outbound,1,125,90325,40.19084857,-74.89091083
-8370862.73932249,4876619.99391836,1065,Census,2019,Chestnut Hill East,Wyndmoor,Weekday,Inbound,523,0,90718,40.07343909,-75.1967394
-8370862.73932249,4876619.99391836,1066,Census,2019,Chestnut Hill East,Wyndmoor,Weekday,Outbound,0,548,90718,40.07343909,-75.1967394
-8370862.73932249,4876619.99391836,1067,Census,2019,Chestnut Hill East,Wyndmoor,Saturday,Inbound,149,0,90718,40.07343909,-75.1967394
-8370862.73932249,4876619.99391836,1068,Census,2019,Chestnut Hill East,Wyndmoor,Saturday,Outbound,0,114,90718,40.07343909,-75.1967394
-8370862.73932249,4876619.99391836,1069,Census,2019,Chestnut Hill East,Wyndmoor,Sunday,Inbound,62,0,90718,40.07343909,-75.1967394
-8370862.73932249,4876619.99391836,1070,Census,2019,Chestnut Hill East,Wyndmoor,Sunday,Outbound,0,67,90718,40.07343909,-75.1967394
-8374080.68189912,4864520.19756709,1071,Census,2019,Cynwyd,Wynnefield Avenue,Weekday,Inbound,61,0,90003,39.99021325,-75.22564667
-8374080.68189912,4864520.19756709,1072,Census,2019,Cynwyd,Wynnefield Avenue,Weekday,Outbound,0,78,90003,39.99021325,-75.22564667
-8374080.68189912,4864520.19756709,1073,Census,2019,Cynwyd,Wynnefield Avenue,Saturday,Inbound,0,0,90003,39.99021325,-75.22564667
-8374080.68189912,4864520.19756709,1074,Census,2019,Cynwyd,Wynnefield Avenue,Saturday,Outbound,0,0,90003,39.99021325,-75.22564667
-8374080.68189912,4864520.19756709,1075,Census,2019,Cynwyd,Wynnefield Avenue,Sunday,Inbound,0,0,90003,39.99021325,-75.22564667
-8374080.68189912,4864520.19756709,1076,Census,2019,Cynwyd,Wynnefield Avenue,Sunday,Outbound,0,0,90003,39.99021325,-75.22564667
-8379362.15610296,4866354.50521968,1077,Census,2019,Paoli/Thorndale,Wynnewood,Weekday,Inbound,746,64,90519,40.00283667,-75.27309096
-8379362.15610296,4866354.50521968,1078,Census,2019,Paoli/Thorndale,Wynnewood,Weekday,Outbound,37,727,90519,40.00283667,-75.27309096
-8379362.15610296,4866354.50521968,1079,Census,2019,Paoli/Thorndale,Wynnewood,Saturday,Inbound,238,20,90519,40.00283667,-75.27309096
-8379362.15610296,4866354.50521968,1080,Census,2019,Paoli/Thorndale,Wynnewood,Saturday,Outbound,30,224,90519,40.00283667,-75.27309096
-8379362.15610296,4866354.50521968,1081,Census,2019,Paoli/Thorndale,Wynnewood,Sunday,Inbound,96,8,90519,40.00283667,-75.27309096
-8379362.15610296,4866354.50521968,1082,Census,2019,Paoli/Thorndale,Wynnewood,Sunday,Outbound,22,116,90519,40.00283667,-75.27309096
-8330142.92341081,4900164.55936426,1083,Census,2019,West Trenton,Yardley,Weekday,Inbound,314,1,90326,40.23509412,-74.83094707
-8330142.92341081,4900164.55936426,1084,Census,2019,West Trenton,Yardley,Weekday,Outbound,0,305,90326,40.23509412,-74.83094707
-8330142.92341081,4900164.55936426,1085,Census,2019,West Trenton,Yardley,Saturday,Inbound,129,0,90326,40.23509412,-74.83094707
-8330142.92341081,4900164.55936426,1086,Census,2019,West Trenton,Yardley,Saturday,Outbound,0,141,90326,40.23509412,-74.83094707
-8330142.92341081,4900164.55936426,1087,Census,2019,West Trenton,Yardley,Sunday,Inbound,117,1,90326,40.23509412,-74.83094707
-8330142.92341081,4900164.55936426,1088,Census,2019,West Trenton,Yardley,Sunday,Outbound,0,104,90326,40.23509412,-74.83094707
-8366591.70323101,4859062.5543797,1089,Census,2019,Trunk,Jefferson,Weekday, ,11650,11650,90006,39.9526408,-75.15837203
-8366591.70323101,4859062.5543797,1090,Census,2019,Trunk,Jefferson,Saturday, ,3817,3817,90006,39.9526408,-75.15837203
-8366591.70323101,4859062.5543797,1091,Census,2019,Trunk,Jefferson,Sunday, ,2501,2501,90006,39.9526408,-75.15837203
-8367604.59259857,4859258.51014775,1092,Census,2019,Trunk,Suburban Station,Weekday, ,22701,22701,90005,39.95399019,-75.16747097
-8367604.59259857,4859258.51014775,1093,Census,2019,Trunk,Suburban Station,Saturday, ,3510,3510,90005,39.95399019,-75.16747097
-8367604.59259857,4859258.51014775,1094,Census,2019,Trunk,Suburban Station,Sunday, ,2656,2656,90005,39.95399019,-75.16747097
-8375682.94006553,4848371.67522125,1095,Census,2022,Airport,Airport Terminals E&F,Weekday,Inbound,268,0,90401,39.87898096,-75.24004
-8375850.1875817,4848131.0996372,1096,Census,2022,Airport,Airport Terminals C&D,Weekday,Inbound,313,0,90402,39.87732249,-75.24154241
-8376194.19931729,4847994.43367721,1097,Census,2022,Airport,Airport Terminal B,Weekday,Inbound,246,1,90403,39.87638033,-75.24463272
-8376410.27267531,4847938.12638565,1098,Census,2022,Airport,Airport Terminal A,Weekday,Inbound,139,2,90404,39.87599215,-75.24657374
-8376232.92736814,4850209.69633118,1099,Census,2022,Airport,Eastwick,Weekday,Inbound,135,18,90405,39.89165051,-75.24498062
-8370104.9574924,4858417.34020249,1100,Census,2022,Airport,Penn Medicine,Weekday,Inbound,295,99,90406,39.94819754,-75.18993213
-8372089.43113046,4877726.02354084,1101,Census,2022,Chestnut Hill East,Chestnut Hill East,Weekday,Inbound,90,0,90720,40.08104161,-75.20775896
-8371430.7403451,4877205.28161637,1102,Census,2022,Chestnut Hill East,Gravers,Weekday,Inbound,63,0,90719,40.07746229,-75.20184184
-8370862.73932249,4876619.99391836,1103,Census,2022,Chestnut Hill East,Wyndmoor,Weekday,Inbound,144,0,90718,40.07343909,-75.1967394
-8370228.76480367,4875429.6106937,1104,Census,2022,Chestnut Hill East,Mount Airy,Weekday,Inbound,100,0,90717,40.0652558,-75.19104431
-8369569.55304309,4875074.8591198,1105,Census,2022,Chestnut Hill East,Sedgwick,Weekday,Inbound,103,1,90716,40.06281687,-75.18512251
-8368869.38572865,4874747.05396529,1106,Census,2022,Chestnut Hill East,Stenton,Weekday,Inbound,139,2,90715,40.06056312,-75.1788328
-8368056.56308953,4873364.80052438,1107,Census,2022,Chestnut Hill East,Washington Lane,Weekday,Inbound,78,0,90714,40.05105893,-75.17153109
-8368101.51167353,4871442.40621805,1108,Census,2022,Chestnut Hill East,Germantown,Weekday,Inbound,52,1,90713,40.0378386,-75.17193487
-8366936.04001952,4871201.55319595,1109,Census,2022,Chestnut Hill East,Wister,Weekday,Inbound,28,0,90712,40.03618207,-75.16146526
-8366767.39544375,4869201.30467147,1110,Census,2022,Chestnut Hill East,Wayne Junction,Weekday,Inbound,32,11,90009,40.02242328,-75.1599503
-8365607.61221572,4863251.22025145,1111,Census,2022,Chestnut Hill East,Temple University,Weekday,Inbound,87,80,90007,39.98147898,-75.14953179
-8372173.27808412,4877025.7418986,1112,Census,2022,Chestnut Hill West,Chestnut Hill West,Weekday,Inbound,105,0,90801,40.07622818,-75.20851217
-8372464.33959072,4876170.49136078,1113,Census,2022,Chestnut Hill West,Highland,Weekday,Inbound,21,0,90802,40.0703491,-75.21112682
-8371729.55748062,4875509.30801826,1114,Census,2022,Chestnut Hill West,St. Martins,Weekday,Inbound,53,0,90803,40.06580371,-75.20452616
-8370660.77459674,4874295.42422032,1115,Census,2022,Chestnut Hill West,Allen Lane,Weekday,Inbound,100,0,90804,40.05745792,-75.19492512
-8370292.73677544,4873345.76136075,1116,Census,2022,Chestnut Hill West,Carpenter,Weekday,Inbound,132,2,90805,40.05092801,-75.19161898
-8370132.90313737,4872103.02458536,1117,Census,2022,Chestnut Hill West,Upsal,Weekday,Inbound,141,2,90806,40.04238197,-75.19018317
-8369773.89443998,4871047.55560796,1118,Census,2022,Chestnut Hill West,Tulpehocken,Weekday,Inbound,71,2,90807,40.03512289,-75.18695814
-8369121.35405648,4870296.8766927,1119,Census,2022,Chestnut Hill West,Chelten Avenue,Weekday,Inbound,110,6,90808,40.02995956,-75.18109627
-8368784.16620567,4869322.64886614,1120,Census,2022,Chestnut Hill West,Queen Lane,Weekday,Inbound,113,6,90809,40.02325803,-75.17806726
-8366392.6595287,4865537.14175885,1121,Census,2022,Chestnut Hill West,North Philadelphia,Weekday,Inbound,0,2,90810,39.99721199,-75.15658399
-8374773.21047009,4866938.9532117,1122,Census,2022,Bala Cynwyd,Cynwyd,Weekday,Inbound,27,0,90001,40.00685826,-75.23186776
-8374316.22837566,4866093.80443565,1123,Census,2022,Bala Cynwyd,Bala,Weekday,Inbound,13,0,90002,40.00104271,-75.22776262
-8374080.68189912,4864520.19756709,1124,Census,2022,Cynwyd,Wynnefield Avenue,Weekday,Inbound,14,0,90003,39.99021325,-75.22564667
-8363509.05613711,4910538.6517289,1125,Census,2022,Lansdale/Doylestown,Doylestown,Weekday,Inbound,164,0,90538,40.30619961,-75.13068014
-8366971.38729743,4909230.20763436,1126,Census,2022,Lansdale/Doylestown,Delaware Valley University,Weekday,Inbound,51,3,90537,40.29723547,-75.16178279
-8368959.34189597,4909267.4465563,1127,Census,2022,Lansdale/Doylestown,New Britain,Weekday,Inbound,38,1,90536,40.29749061,-75.17964089
-8372458.34503614,4907850.27442958,1128,Census,2022,Lansdale/Doylestown,Chalfont,Weekday,Inbound,76,1,90535,40.28778027,-75.21107297
-8376428.91646363,4905823.70082899,1129,Census,2022,Lansdale/Doylestown,Link Belt,Weekday,Inbound,33,0,90534,40.27389194,-75.24674122
-8377245.76998151,4905036.36468671,1130,Census,2022,Lansdale/Doylestown,Colmar,Weekday,Inbound,129,5,90533,40.26849547,-75.25407914
-8378606.81996208,4903724.63718702,1131,Census,2022,Lansdale/Doylestown,Fortuna,Weekday,Inbound,58,3,90532,40.25950382,-75.26630566
-8379992.45819178,4902389.39008655,1132,Census,2022,Lansdale/Doylestown,Ninth Street,Weekday,Inbound,47,0,90539,40.25034972,-75.27875306
-8380673.03550223,4901330.73479959,1133,Census,2022,Lansdale/Doylestown,Lansdale,Weekday,Inbound,435,11,90531,40.24309098,-75.28486679
-8380328.25900174,4899463.43965042,1134,Census,2022,Lansdale/Doylestown,Pennbrook,Weekday,Inbound,144,2,90530,40.23028585,-75.28176961
-8379827.08974863,4897141.21277221,1135,Census,2022,Lansdale/Doylestown,North Wales,Weekday,Inbound,325,9,90529,40.21435761,-75.27726753
-8377561.252758,4892835.75373792,1136,Census,2022,Lansdale/Doylestown,Gwynedd Valley,Weekday,Inbound,93,1,90528,40.1848164,-75.25691317
-8376119.13769784,4890635.06645616,1137,Census,2022,Lansdale/Doylestown,Penllyn,Weekday,Inbound,105,3,90527,40.16971177,-75.24395843
-8373937.40703529,4888175.63267118,1138,Census,2022,Lansdale/Doylestown,Ambler,Weekday,Inbound,318,19,90526,40.15282723,-75.22435961
-8372514.11610103,4885625.27740335,1139,Census,2022,Lansdale/Doylestown,Fort Washington,Weekday,Inbound,519,14,90525,40.13531406,-75.21157397
-8369425.65701651,4883133.17519904,1140,Census,2022,Lansdale/Doylestown,Oreland,Weekday,Inbound,97,11,90524,40.11819655,-75.18382987
-8367823.47120776,4882235.9425367,1141,Census,2022,Lansdale/Doylestown,North Hills,Weekday,Inbound,87,5,90523,40.11203267,-75.16943719
-8366076.78045482,4880681.70590404,1142,Census,2022,Lansdale/Doylestown,Glenside,Weekday,Inbound,271,27,90411,40.10135393,-75.1537464
-8364293.63368183,4879487.38722099,1143,Census,2022,Lansdale/Doylestown,Jenkintown-Wyncote,Weekday,Inbound,288,39,90410,40.09314695,-75.13772812
-8363174.72140485,4876298.35208365,1144,Census,2022,Lansdale/Doylestown,Elkins Park,Weekday,Inbound,0,0,90409,40.07122806,-75.12767676
-8363337.68089423,4874589.34336908,1145,Census,2022,Lansdale/Doylestown,Melrose Park,Weekday,Inbound,0,0,90408,40.05947879,-75.12914065
-8363968.65980555,4871885.35475536,1146,Census,2022,Lansdale/Doylestown,Fern Rock Transportation Center,Weekday,Inbound,33,127,90407,40.04088499,-75.13480883
-8366767.39544375,4869201.30467147,1147,Census,2022,Lansdale/Doylestown,Wayne Junction,Weekday,Inbound,20,37,90009,40.02242328,-75.1599503
-8366072.78965107,4864762.076971,1148,Census,2022,Lansdale/Doylestown,North Broad,Weekday,Inbound,5,31,90008,39.99187796,-75.15371055
-8365607.61221572,4863251.22025145,1149,Census,2022,Lansdale/Doylestown,Temple University,Weekday,Inbound,64,249,90007,39.98147898,-75.14953179
-8394734.96144662,4852555.51978163,1150,Census,2022,Media/Wawa,Elwyn,Weekday,Inbound,166,0,90301,39.90781696,-75.41118722
-8392894.71445403,4853486.75320356,1151,Census,2022,Media/Wawa,Media,Weekday,Inbound,194,3,90302,39.91423358,-75.394656
-8392163.40551204,4852268.48076566,1152,Census,2022,Media/Wawa,Moylan-Rose Valley,Weekday,Inbound,115,0,90303,39.90583901,-75.38808654
-8390329.45474985,4851964.87377348,1153,Census,2022,Media/Wawa,Wallingford,Weekday,Inbound,107,0,90304,39.90374683,-75.37161188
-8388046.70387579,4851754.11544804,1154,Census,2022,Media/Wawa,Swarthmore,Weekday,Inbound,265,5,90305,39.90229444,-75.35110558
-8385514.8734147,4852587.17229217,1155,Census,2022,Media/Wawa,Morton,Weekday,Inbound,217,8,90306,39.90803507,-75.32836176
-8383450.9644144,4853708.58167786,1156,Census,2022,Media/Wawa,Secane,Weekday,Inbound,154,1,90307,39.91576199,-75.30982135
-8382176.01783357,4854567.18484037,1157,Census,2022,Media/Wawa,Primos,Weekday,Inbound,158,6,90308,39.92167749,-75.29836831
-8381280.84994072,4855292.04414958,1158,Census,2022,Media/Wawa,Clifton-Aldan,Weekday,Inbound,96,8,90309,39.92667114,-75.29032688
-8380370.34444843,4856172.22635966,1159,Census,2022,Media/Wawa,Gladstone,Weekday,Inbound,102,1,90310,39.93273434,-75.28214767
-8379196.7464716,4856831.65197025,1160,Census,2022,Media/Wawa,Lansdowne,Weekday,Inbound,165,12,90311,39.93727649,-75.27160506
-8377465.20630135,4857180.81110057,1161,Census,2022,Media/Wawa,Fernwood-Yeadon,Weekday,Inbound,55,14,90312,39.93968139,-75.25605037
-8375515.30627074,4857928.9957994,1162,Census,2022,Media/Wawa,Angora,Weekday,Inbound,14,8,90313,39.94483437,-75.23853412
-8373055.43940766,4857751.12154168,1163,Census,2022,Media/Wawa,49th Street,Weekday,Inbound,17,31,90314,39.94360933,-75.21643676
-8370104.9574924,4858417.34020249,1164,Census,2022,Media/Wawa,Penn Medicine,Weekday,Inbound,230,490,90406,39.94819754,-75.18993213
-8358259.63860703,4876979.44887575,1165,Census,2022,Fox Chase,Fox Chase,Weekday,Inbound,636,0,90815,40.07590997,-75.08352382
-8358616.67694943,4875195.3836019,1166,Census,2022,Fox Chase,Ryers,Weekday,Inbound,155,0,90814,40.06364549,-75.08673115
-8359299.95932351,4874355.45610576,1167,Census,2022,Fox Chase,Cheltenham,Weekday,Inbound,119,1,90813,40.05787068,-75.09286918
-8360453.52090519,4873409.69656435,1168,Census,2022,Fox Chase,Lawndale,Weekday,Inbound,63,2,90812,40.05136765,-75.1032318
-8362599.9977982,4870796.42594186,1169,Census,2022,Fox Chase,Olney,Weekday,Inbound,63,2,90811,40.03339561,-75.12251393
-8366767.39544375,4869201.30467147,1170,Census,2022,Fox Chase,Wayne Junction,Weekday,Inbound,67,8,90009,40.02242328,-75.1599503
-8365607.61221572,4863251.22025145,1171,Census,2022,Fox Chase,Temple University,Weekday,Inbound,45,123,90007,39.98147898,-75.14953179
-8387376.64180445,4883519.05269921,1172,Census,2022,Manayunk/Norristown,Elm Street,Weekday,Inbound,76,0,90228,40.12084731,-75.34508631
-8387789.15621509,4882951.57009922,1173,Census,2022,Manayunk/Norristown,Main Street,Weekday,Inbound,110,0,90227,40.11694899,-75.34879199
-8387260.60014085,4882329.48041354,1174,Census,2022,Manayunk/Norristown,Norristown Transportation Center,Weekday,Inbound,223,0,90226,40.11267529,-75.34404389
-8383533.40206331,4876557.427266,1175,Census,2022,Manayunk/Norristown,Conshohocken,Weekday,Inbound,180,10,90225,40.073009,-75.3105619
-8380808.42338013,4876733.02338353,1176,Census,2022,Manayunk/Norristown,Spring Mill,Weekday,Inbound,134,0,90224,40.07421606,-75.286083
-8378616.86431974,4874451.21757654,1177,Census,2022,Manayunk/Norristown,Miquon,Weekday,Inbound,94,1,90223,40.0585291,-75.26639589
-8375174.55842262,4870897.66476746,1178,Census,2022,Manayunk/Norristown,Ivy Ridge,Weekday,Inbound,205,7,90222,40.03409194,-75.23547313
-8374005.14494544,4869835.83020868,1179,Census,2022,Manayunk/Norristown,Manayunk,Weekday,Inbound,233,11,90221,40.02678819,-75.22496811
-8372361.95126267,4868350.02112733,1180,Census,2022,Manayunk/Norristown,Wissahickon,Weekday,Inbound,207,18,90220,40.01656685,-75.21020705
-8370339.71360056,4867599.91988049,1181,Census,2022,Manayunk/Norristown,East Falls,Weekday,Inbound,263,19,90219,40.01140609,-75.19204098
-8367376.94646629,4866503.08052668,1182,Census,2022,Manayunk/Norristown,Allegheny,Weekday,Inbound,10,33,90218,40.00385904,-75.16542599
-8366072.78965107,4864762.076971,1183,Census,2022,Manayunk/Norristown,North Broad,Weekday,Inbound,5,29,90008,39.99187796,-75.15371055
-8365607.61221572,4863251.22025145,1184,Census,2022,Manayunk/Norristown,Temple University,Weekday,Inbound,31,195,90007,39.98147898,-75.14953179
-8433865.67158972,4864878.92936637,1185,Census,2022,Paoli/Thorndale,Thorndale,Weekday,Inbound,149,0,90501,39.99268217,-75.76270437
-8428056.64430025,4866243.90316976,1186,Census,2022,Paoli/Thorndale,Downingtown,Weekday,Inbound,129,2,90502,40.00207559,-75.71052099
-8420034.47978029,4868080.26645766,1187,Census,2022,Paoli/Thorndale,Whitford,Weekday,Inbound,92,1,90503,40.01471096,-75.63845666
-8418171.88428673,4868766.9547739,1188,Census,2022,Paoli/Thorndale,Exton,Weekday,Inbound,175,0,90504,40.01943522,-75.62172468
-8406350.92433233,4871241.40441246,1189,Census,2022,Paoli/Thorndale,Malvern,Weekday,Inbound,503,7,90505,40.03645616,-75.51553519
-8402810.38677695,4872186.92946878,1190,Census,2022,Paoli/Thorndale,Paoli,Weekday,Inbound,548,14,90506,40.042959,-75.48373
-8400239.82715181,4872183.15174894,1191,Census,2022,Paoli/Thorndale,Daylesford,Weekday,Inbound,112,1,90507,40.04293302,-75.46063827
-8398216.4963323,4872932.84940729,1192,Census,2022,Paoli/Thorndale,Berwyn,Weekday,Inbound,170,17,90508,40.04808862,-75.44246238
-8396046.33510443,4872828.38914217,1193,Census,2022,Paoli/Thorndale,Devon,Weekday,Inbound,275,7,90509,40.04737028,-75.42296749
-8393905.01564343,4873166.40207674,1194,Census,2022,Paoli/Thorndale,Strafford,Weekday,Inbound,423,39,90510,40.04969466,-75.40373169
-8392070.47266154,4872607.68602396,1195,Census,2022,Paoli/Thorndale,Wayne,Weekday,Inbound,369,15,90511,40.04585255,-75.38725171
-8390532.06401546,4872352.76231901,1196,Census,2022,Paoli/Thorndale,St. Davids,Weekday,Inbound,94,2,90512,40.04409945,-75.37343195
-8388974.06313899,4872445.69943406,1197,Census,2022,Paoli/Thorndale,Radnor,Weekday,Inbound,249,11,90513,40.04473858,-75.35943619
-8387069.09165487,4871560.62848383,1198,Census,2022,Paoli/Thorndale,Villanova,Weekday,Inbound,265,17,90514,40.03865169,-75.34232354
-8385392.0557337,4870046.72698161,1199,Census,2022,Paoli/Thorndale,Rosemont,Weekday,Inbound,179,12,90515,40.02823889,-75.32725847
-8384121.05542882,4869127.55254798,1200,Census,2022,Paoli/Thorndale,Bryn Mawr,Weekday,Inbound,432,59,90516,40.02191592,-75.31584088
-8382371.92677902,4867988.62459257,1201,Census,2022,Paoli/Thorndale,Haverford,Weekday,Inbound,253,21,90517,40.01408046,-75.30012819
-8381273.21565004,4867165.35523978,1202,Census,2022,Paoli/Thorndale,Ardmore,Weekday,Inbound,361,77,90518,40.00841607,-75.2902583
-8379362.15610296,4866354.50521968,1203,Census,2022,Paoli/Thorndale,Wynnewood,Weekday,Inbound,466,20,90519,40.00283667,-75.27309096
-8378070.07188652,4866651.18429039,1204,Census,2022,Paoli/Thorndale,Narberth,Weekday,Inbound,311,46,90520,40.00487815,-75.26148397
-8376956.09440257,4865579.16734099,1205,Census,2022,Paoli/Thorndale,Merion,Weekday,Inbound,163,28,90521,39.9975012,-75.25147694
-8376773.77756694,4864475.01192639,1206,Census,2022,Paoli/Thorndale,Overbrook,Weekday,Inbound,328,116,90522,39.98990226,-75.24983916
-8321576.08264115,4897733.67556003,1207,Census,2022,Trenton,Trenton Transit Center,Weekday,Inbound,448,0,90701,40.21842169,-74.75398983
-8328606.83021013,4886327.71550581,1208,Census,2022,Trenton,Levittown,Weekday,Inbound,221,14,90702,40.14013812,-74.81714811
-8332800.41910547,4881203.40202328,1209,Census,2022,Trenton,Bristol,Weekday,Inbound,116,23,90703,40.10493855,-74.85481976
-8338587.72684909,4879546.65314314,1210,Census,2022,Trenton,Croydon,Weekday,Inbound,177,24,90704,40.09355423,-74.90680803
-8341584.77259416,4878004.83304597,1211,Census,2022,Trenton,Eddington,Weekday,Inbound,22,4,90705,40.08295793,-74.93373095
-8343635.85758912,4876388.14767609,1212,Census,2022,Trenton,Cornwells Heights,Weekday,Inbound,345,17,90706,40.07184534,-74.95215616
-8347236.26276666,4873851.29177371,1213,Census,2022,Trenton,Torresdale,Weekday,Inbound,306,27,90707,40.05440413,-74.98449915
-8351597.7682083,4870701.8875815,1214,Census,2022,Trenton,Holmesburg Junction,Weekday,Inbound,191,20,90708,40.03274536,-75.02367922
-8353306.16283002,4869319.73571588,1215,Census,2022,Trenton,Tacony,Weekday,Inbound,48,19,90709,40.02323799,-75.03902599
-8356747.83754563,4867495.16550718,1216,Census,2022,Trenton,Bridesburg,Weekday,Inbound,52,48,90710,40.01068534,-75.06994308
-8366392.6595287,4865537.14175885,1217,Census,2022,Trenton,North Philadelphia,Weekday,Inbound,6,92,90810,39.99721199,-75.15658399
-8358866.57473473,4894340.51079444,1218,Census,2022,Warminster,Warminster,Weekday,Inbound,466,0,90417,40.19514251,-75.08897602
-8360409.07993808,4891491.1351718,1219,Census,2022,Warminster,Hatboro,Weekday,Inbound,176,0,90416,40.17558788,-75.10283258
-8361690.89047871,4886844.23239449,1220,Census,2022,Warminster,Willow Grove,Weekday,Inbound,150,9,90415,40.14368513,-75.11434728
-8362169.27374525,4885324.57599523,1221,Census,2022,Warminster,Crestmont,Weekday,Inbound,32,1,90414,40.13324886,-75.11864467
-8363883.97795571,4883528.07545667,1222,Census,2022,Warminster,Roslyn,Weekday,Inbound,86,2,90413,40.12090929,-75.13404812
-8366011.96022852,4882541.23426491,1223,Census,2022,Warminster,Ardsley,Weekday,Inbound,61,3,90412,40.11413005,-75.15316411
-8366076.78045482,4880681.70590404,1224,Census,2022,Warminster,Glenside,Weekday,Inbound,296,3,90411,40.10135393,-75.1537464
-8364293.63368183,4879487.38722099,1225,Census,2022,Warminster,Jenkintown-Wyncote,Weekday,Inbound,346,13,90410,40.09314695,-75.13772812
-8363174.72140485,4876298.35208365,1226,Census,2022,Warminster,Elkins Park,Weekday,Inbound,212,7,90409,40.07122806,-75.12767676
-8363337.68089423,4874589.34336908,1227,Census,2022,Warminster,Melrose Park,Weekday,Inbound,174,2,90408,40.05947879,-75.12914065
-8363968.65980555,4871885.35475536,1228,Census,2022,Warminster,Fern Rock Transportation Center,Weekday,Inbound,100,64,90407,40.04088499,-75.13480883
