objectid,census_tract,num_props,min_period,max_period,principal,interest,penalty,other,balance,avg_balance
301,42101031401,83,2003,2025,271828.94,22081.17,3209.02,20498.52,317617.65,3826.72
302,42101031402,88,2006,2025,254173.57,49508.8,7922.12,20061.73,331666.22,3768.93
303,42101031501,90,2010,2025,317649.24,40651.78,6596.13,30333.23,395230.38,4391.45
304,42101031502,64,2004,2025,308757.31,55261.02,10459.69,25767.41,400245.43,6253.83
305,42101031600,104,1988,2025,371934.94,93395.87,11454.47,38416.75,515202.03,4953.87
306,42101031700,121,1999,2025,363015.66,38575.32,8009.36,40643.19,450243.53,3721.02
307,42101031800,116,1997,2025,250407.35,53015.18,7693.52,59922.26,371038.31,3198.61
308,42101031900,150,1997,2025,422334.37,64644.63,9449.87,53794.09,550222.96,3668.15
309,42101032000,157,2004,2025,435230.36,78232.48,13233.89,51305.8,578002.53,3681.54
310,42101032100,154,1997,2025,612942.19,123892.17,20138,81907.46,838879.82,5447.27
311,42101032300,108,1997,2025,389415.51,52928.23,9441.48,48183.62,499968.84,4629.34
312,42101032500,162,1997,2025,583953.32,126044.73,15471,93639.64,819108.69,5056.23
313,42101032600,177,2002,2025,617524.32,73749.8,14358.12,57826.1,763458.34,4313.32
314,42101032900,134,1997,2025,500995.31,108558.52,13534.97,66524.03,689612.83,5146.36
315,42101033000,195,1997,2025,577496.1,127883.4,13661.07,66403.8,785444.37,4027.92
316,42101033101,82,2010,2025,286202.06,30403.9,4692.46,17073.8,338372.22,4126.49
317,42101033102,80,1989,2025,499298.79,106001.54,19711.07,48258.64,673374.34,8417.18
318,42101033200,39,2013,2025,234838.88,16033.63,2136.24,10787.3,263796.05,6764
319,42101033300,53,2005,2025,472041.16,49352.9,8865.75,29377.73,559637.54,10559.2
320,42101033400,94,1999,2025,829117.59,81984.65,7934.98,40592,959629.22,10208.82
321,42101033500,57,2011,2025,181218.75,13792.87,1870.02,11378.2,208259.84,3653.68
322,42101033600,104,1997,2025,446480.11,47706.89,7649.82,36741.1,542374.18,5215.14
323,42101033701,80,2010,2025,293540.87,32004.06,4699.33,15916.8,346161.06,4327.01
324,42101033702,98,1997,2025,497656.19,107182.29,10997.68,48129.6,663965.76,6775.16
325,42101033800,108,1997,2025,560357.3,105338.56,12425.55,63792.49,741913.9,6869.57
326,42101033900,42,1997,2025,231799.77,31545.72,5219.94,20301.91,288867.34,6877.79
327,42101034000,61,1997,2025,373656.3,40891.4,7764.66,21473.83,443786.19,7275.18
328,42101034100,89,1997,2025,414783.66,40627.36,7186.37,23065.65,485663.04,5456.89
329,42101034200,193,2012,2025,430457.56,27863.7,2995.58,10013.8,471330.64,2442.13
330,42101034400,115,1978,2025,716823.71,133976.88,10860.8,59339.44,921000.83,8008.7
331,42101034501,17,2003,2025,209958.45,31339.2,397.69,3747.78,245443.12,14437.83
332,42101034502,191,2016,2025,288125.58,30435.88,5146.07,14252.74,337960.27,1769.43
333,42101034600,23,1986,2025,245670.53,30515.06,7584.52,15206.41,298976.52,12998.98
334,42101034701,96,1997,2025,293054.92,29463.57,4140.95,31365.53,358024.97,3729.43
335,42101034702,62,2006,2025,296419.38,32373.23,7123.61,19165.13,355081.35,5727.12
336,42101034801,59,1989,2025,281894.02,59854.99,8738.87,25153.96,375641.84,6366.81
337,42101034802,71,2002,2025,399208.58,50272.43,7720.44,28461.51,485662.96,6840.32
338,42101034803,72,1997,2025,279305.9,43997.65,6470.4,26332.45,356106.4,4945.92
339,42101034900,119,1996,2025,496650.82,66455.31,10858.07,60620.18,634584.38,5332.64
340,42101035100,100,1997,2025,420065,70847.76,13938.27,36805.34,541656.37,5416.56
341,42101035200,79,1997,2025,306409.87,52636.14,8615.7,32893.04,400554.75,5070.31
342,42101035301,87,1997,2025,338024.31,60593.11,7952.96,29879.93,436450.31,5016.67
343,42101035302,104,1990,2025,573991.49,119904.73,14116.66,51292.54,759305.42,7301.01
344,42101035500,114,1997,2025,648928.97,117071.24,14890.06,55995.6,836885.87,7341.1
345,42101035601,76,2010,2025,266761.85,31796.57,5143.46,18624.95,322326.83,4241.14
346,42101035602,46,2000,2025,167885.91,18143.69,2090.36,9984.44,198104.4,4306.62
347,42101035701,48,1997,2025,155636.09,23260.52,2340.88,7794.92,189032.41,3938.18
348,42101035702,45,2015,2025,424763.51,51616.43,1434.88,4621.97,482436.79,10720.82
349,42101035800,122,1979,2025,824109.36,120782.06,19211.19,45446.82,1009549.43,8275
350,42101035900,87,1997,2025,611339.17,92390.13,12988.18,48909.66,765627.14,8800.31
351,42101036000,43,1997,2025,434766.27,30450.61,10189.94,20229.05,495635.87,11526.42
352,42101036100,45,2012,2025,106401.52,12557.86,2901.83,9204.77,131065.98,2912.58
353,42101036201,93,1985,2025,706226.69,82430.6,7296.66,49900.2,845854.15,9095.21
354,42101036202,93,2005,2025,306608.69,35267.39,6788.02,25493.95,374158.05,4023.2
355,42101036203,80,1978,2025,589328,204215.61,21251.25,53031.15,867826.01,10847.83
356,42101036301,82,1998,2025,1037571.6,154470.73,25676.41,48901.79,1266620.53,15446.59
357,42101036302,62,2009,2025,265923.12,28891.23,5925.43,22297.92,323037.7,5210.29
358,42101036303,112,1997,2025,699721.96,104416.14,10050.1,43835.94,858024.14,7660.93
359,42101036400,8,1997,2025,83853.76,16094.08,2203.35,11006.92,113158.11,14144.76
360,42101036501,91,1994,2025,420531.97,56278.83,6838.93,25237.17,508886.9,5592.16
361,42101036502,72,1979,2025,337827.15,57698.92,7263.27,36834.64,439623.98,6105.89
362,42101036600,48,1978,2025,2104315.68,240650.69,32150.07,17007.14,2394123.58,49877.57
363,42101036700,158,1985,2025,1544857.89,234274.07,49592.07,81938.44,1910662.47,12092.8
364,42101036901,1,2025,2025,4860.1,510.3,0,0,5370.4,5370.4
365,42101036902,13,2020,2025,1463128.79,38844.09,20463.05,532.25,1522968.18,117151.4
366,42101037200,160,2000,2025,847329.91,114814.79,15651.88,57731.08,1035527.66,6472.05
367,42101037300,121,2002,2025,1235958.42,137086.09,32878.35,73897.02,1479819.88,12229.92
368,42101037500,69,1998,2025,584511.16,79789.79,12274.55,27502.24,704077.74,10204.03
369,42101037600,143,1991,2025,3577026.38,392657.26,89351.5,89506.57,4148541.71,29010.78
370,42101037700,275,1978,2025,1120951.14,250714.8,30647.76,215873.78,1618187.48,5884.32
371,42101037800,338,1978,2025,2246449.88,328580.84,43505.72,151118.72,2769655.16,8194.25
372,42101037900,256,1997,2025,952633.82,168089.52,23155.02,111744.59,1255622.95,4904.78
373,42101038000,217,1989,2025,691449.54,223699.62,22206.91,128880.08,1066236.15,4913.53
374,42101038100,103,1990,2025,678936.2,111497.63,12740.68,60712.62,863887.13,8387.25
375,42101038200,240,1989,2025,1183559.68,255024.94,43464.46,134471.19,1616520.27,6735.5
376,42101038301,219,1978,2025,628345.9,227543.03,21525.39,133387.7,1010802.02,4615.53
377,42101038400,45,2013,2025,236285.28,14991.94,2692.37,10474.83,264444.42,5876.54
378,42101038500,56,2019,2025,742760.83,85034.63,15205.01,23891.93,866892.4,15480.22
379,42101038600,22,1997,2025,191471.28,17979.34,1577.2,6548.07,217575.89,9889.81
380,42101038700,81,2011,2025,2178931.1,233135.96,51674.54,13987.13,2477728.73,30589.24
381,42101038800,140,1997,2025,893044.77,152546.49,26035.38,90477.13,1162103.77,8300.74
382,42101038900,167,1978,2025,1268659.8,322831.95,34173.56,131480.83,1757146.14,10521.83
383,42101039001,75,2001,2025,240841.34,30936.96,6495.92,34326.26,312600.48,4168.01
384,42101039002,104,1997,2025,413791.78,78514.05,11752.49,39353.91,543412.23,5225.12
385,42101039100,123,1993,2025,534561.69,102380.28,17661.36,81428.99,736032.32,5984
386,42101980002,1,2025,2025,13842.62,1661.12,0,0,15503.74,15503.74
387,42101980100,2,2006,2025,32400.61,14174.43,1706.93,9525.33,57807.3,28903.65
388,42101980200,1,2020,2025,2388.22,323.34,39.27,638.26,3389.09,3389.09
389,42101980300,7,1989,2025,323891.58,112980.46,5920.97,779.35,443572.36,63367.48
390,42101980600,1,2025,2025,8301.23,996.16,0,0,9297.39,9297.39
391,42101980701,6,2023,2025,231877.79,26278.53,1785.22,580.2,260521.74,43420.29
392,42101980702,15,2005,2025,957656.13,279959.29,30534.48,49489.26,1317639.16,87842.61
393,42101980901,29,1997,2025,581407.07,79859.29,10436.7,23827.89,695530.95,23983.83
394,42101980902,1,2019,2025,705.91,134.72,31.56,713.34,1585.53,1585.53
395,42101980903,12,1997,2025,26126.63,10024.59,810.1,10566.28,47527.6,3960.63
396,42101980904,3,1988,2025,8994.75,3687.32,287.2,2550.12,15519.39,5173.13
397,42101980905,1,2020,2025,23000.54,4070.25,1196.58,487.25,28754.62,28754.62
398,42101980906,5,2017,2025,69544.69,10515.7,2108.53,2968.88,85137.8,17027.56
399,42101989100,4,2025,2025,19215.87,1477.04,0,0,20692.91,5173.23
400,42101989200,8,2018,2025,384756.59,43805.97,12082.47,3864.28,444509.31,55563.66
401,42101989300,25,1989,2025,327521.14,51512.99,6033.29,23618.49,408685.91,16347.44
402,Other/Unidentified,85,1978,2025,272975.69,279985.65,19324.69,89837.43,662123.46,7789.69
