structure_id,id_type,standpipe_status,standpipe_casefile,fire_alarm_status,fire_alarm_casefile,smoke_control_status,smoke_control_casefile,pier_status,pier_casefile,fire_escape_status,fire_escape_casefile,private_bridge_status,private_bridge_casefile,emer_stdby_pwr_sys_status,emer_stdby_pwr_sys_casefile,special_hazards_status,special_hazards_casefile,facade_status,facade_casefile,sprinkler_status,sprinkler_casefile,damper_status,damper_casefile,objectid
1451708,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13228
1538572,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13229
1130086,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13230
1049545,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13231
1391741,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13232
1343570,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13233
1142991,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13234
1530891,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13235
1017652,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13236
1488014,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13237
1222466,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13238
1316283,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13239
1293938,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13240
1549676,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13241
1247340,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13242
1548446,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13243
1484241,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13244
3000255,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13245
1392023,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13246
1473819,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13247
1078124,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13248
1365234,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13249
1425824,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13250
1319369,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13251
1293893,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13252
1073991,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13253
1462166,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13254
1116052,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13255
1029353,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13256
1002263,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13257
1524879,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13258
1004715,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13259
1100892,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13260
1128890,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13261
1394124,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13262
1550892,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13263
1214358,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13264
1154518,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13265
1223143,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13266
1228078,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13267
1498210,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13268
1528863,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13269
3000639,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13270
1551209,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13271
1182281,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13272
1335001,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13273
1019126,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13274
1550629,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13275
1424995,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13276
1028545,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13277
1477686,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13278
1325431,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13279
1500888,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13280
1190149,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13281
1363230,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13282
1120967,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13283
1383527,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13284
1426605,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13285
1202765,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13286
1523060,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13287
1324512,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13288
1294407,BIN,,,Deficient,,,,,,,,,,,,Expired,,,,,,,,13289
1380866,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13290
1502335,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13291
1304772,BIN,,,,,,,,,,,,,,,,,Active,,,,,,13292
1378663,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13293
1093245,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13294
1463607,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13295
1067784,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13296
1491345,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13297
1010409,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13298
1391427,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13299
1100002,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13300
1013617,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13301
1463315,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13302
1210936,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13303
1249565,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13304
1033115,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13305
1542982,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13306
1428358,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13307
1212085,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13308
1234400,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13309
3000526,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13310
1039937,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13311
1138119,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13312
1246008,BIN,,,Deficient,CF-2025-116469,,,,,,,,,,,,,,,,,,,13313
1449624,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13314
1514803,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13315
1166833,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13316
3000386,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13317
1373341,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13318
3000049,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13319
1042816,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13320
1549932,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13321
1081337,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13322
1082330,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13323
1489197,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13324
1031271,BIN,,,Deficient,CF-2024-078229,,,,,,,,,,,,,,,,,,,13325
1214419,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13326
1420958,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13327
1546184,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13328
1425482,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13329
1039907,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13330
1530931,BIN,,,Active,,,,,,,,,,,,Active,,Expired,,Expired,,,,13331
1545251,BIN,,,Expired,CF-2025-106634,,,,,,,,,,,,,Active,,Expired,CF-2025-106634,,,13332
1512848,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13333
1013489,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13334
1063847,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13335
1274604,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13336
1512854,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13337
1481150,BIN,,,Active,,,,,,,,,,,,Deficient,,,,,,,,13338
1196173,BIN,,,,,,,,,,,,,,,Active,,,,Deficient,CF-2025-089315,,,13339
1454579,BIN,,,Active,,,,,,,,,,,,Expired,,Active,,Deficient,,,,13340
1534645,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13341
1103199,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13342
1135968,BIN,,,,,,,,,Active,,,,Active,,Active,,,,,,,,13343
1427818,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13344
1411945,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13345
1388597,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13346
1377212,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13347
1389261,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13348
1333668,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13349
1541846,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13350
1016917,BIN,,,Deficient,CF-2025-106655,,,,,,,,,,,,,,,Deficient,CF-2025-106655,,,13351
1375913,BIN,,,Active,,,,,,,,,,Expired,,,,Active,,Active,,,,13352
1511713,BIN,,,,,,,,,,,,,,,,,,,Deficient,,,,13353
1544212,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,13354
1226760,BIN,,,Active,,,,,,,,,,Expired,,Active,,,,Expired,,,,13355
1401053,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13356
1062536,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13357
1483609,BIN,,,Active,,,,,,,,,,Expired,,Expired,,,,,,,,13358
1542370,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13359
1282412,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13360
1524370,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13361
1262381,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,13362
1067957,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13363
1526906,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13364
1175563,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13365
1525828,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13366
1399340,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13367
1545150,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13368
1522752,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13369
1407200,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13370
1150338,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13371
1030293,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13372
1267112,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13373
1026345,BIN,,,Active,,,,,,,,,,,,Active,,Active,,Deficient,,Active,,13374
1216075,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13375
1067380,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13376
1256667,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13377
1547725,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13378
1451538,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13379
1385824,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13380
1417972,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13381
1317977,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13382
1260876,BIN,,,Deficient,,,,,,,,,,Active,,,,Active,,Expired,,,,13383
1516475,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13384
1548048,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13385
1155074,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13386
1429732,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13387
1307792,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13388
1511167,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13389
1071531,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13390
1135259,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13391
1543951,BIN,,,Expired,,,,,,,,,,,,,,,,Deficient,CF-2025-023452,,,13392
1290623,BIN,,,Expired,,,,,,,,,,,,Active,,,,Deficient,,,,13393
1035442,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13394
1497535,BIN,,,Expired,,,,,,,,,,Expired,,Active,,Expired,,Expired,,Active,,13395
1547698,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13396
1530910,BIN,,,,,,,,,,,,,,,Expired,,Active,,Active,,,,13397
1037771,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13398
1033226,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13399
1387615,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13400
1528936,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13401
1467618,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,13402
1369525,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13403
1543895,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13404
1393403,BIN,,,Expired,,,,,,,,,,Expired,,,,Active,,Deficient,CF-2025-073040,,,13405
1192337,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13406
1027230,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13407
1197515,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13408
1371310,BIN,,,,,,,,,,,,,,,Expired,,,,Active,,,,13409
1462665,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13410
1079177,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13411
1498684,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13412
1374305,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13413
1381151,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13414
1224204,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13415
1547082,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13416
1543140,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13417
1419693,BIN,,,Active,,,,,,,,,,,,,,Active,,Active,,,,13418
1473911,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13419
1100982,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13420
1273747,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13421
1003184,BIN,,,Expired,,,,,,,,,,,,Active,,Active,,Active,,,,13422
1341496,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13423
1277110,BIN,,,Active,,,,,,,,,,,,Active,,,,Expired,CF-2025-080297,,,13424
1455898,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13425
2001491,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13426
1016783,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13427
1365486,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13428
1434091,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13429
1438213,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13430
1007575,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13431
1485956,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13432
1283670,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13433
1164206,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13434
1408694,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13435
1436721,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13436
1246451,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13437
1329104,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13438
1543273,BIN,Active,,Deficient,,,,,,,,,,,,,,,,Active,,,,13439
1449567,BIN,,,,,,,,,,,,,,,Expired,,,,Active,,,,13440
1502841,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13441
1428836,BIN,,,Active,,,,,,,,,,,,,,Active,,Deficient,CF-2025-023158,,,13442
1499058,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13443
1096853,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13444
1451648,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13445
1475464,BIN,,,Expired,CF-2025-024262,,,,,,,,,Active,,,,Active,,Expired,CF-2025-024262,,,13446
1412985,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13447
1243141,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13448
1150928,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,13449
1268394,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13450
1125921,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13451
1253141,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13452
1373102,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13453
3000610,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13454
1404807,BIN,,,Active,,,,,,Active,,,,,,Active,,,,Active,,,,13455
1181040,BIN,,,Expired,,,,,,,,,,,,Deficient,,,,,,,,13456
1442034,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13457
1466903,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13458
1416990,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13459
1286004,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13460
1241753,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13461
1432817,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13462
1080544,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13463
1112246,BIN,,,Expired,CF-2025-022625,,,,,,,,,Active,,,,,,,,,,13464
1021838,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13465
1403841,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13466
1100921,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,13467
1549347,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13468
1000871,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13469
1421069,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13470
1474759,BIN,,,Active,,,,,,Active,,,,Active,,,,,,Active,,,,13471
1322618,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13472
1343576,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13473
1545504,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13474
1550440,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,13475
1029106,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13476
1427678,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13477
1029191,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13478
1375249,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13479
1456021,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13480
1377932,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13481
1034113,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13482
1500590,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13483
1089606,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13484
1375576,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13485
1506752,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13486
1089066,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13487
1398065,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13488
1412838,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13489
1440865,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13490
1287944,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,13491
1339399,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,13492
1108876,BIN,,,Active,,,,,,Active,,,,,,,,,,Expired,,,,13493
1398734,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13494
1066761,BIN,,,,,,,,,,,,,,,Active,,,,Expired,,,,13495
1479413,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13496
1155720,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13497
1274936,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13498
1382019,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,13499
1216952,BIN,,,Active,,,,,,,,,,Expired,,,,,,Expired,,,,13500
1491277,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13501
1024341,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,13502
1548791,BIN,,,Active,,,,,,,,,,Active,,,,,,Expired,,,,13503
1027192,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Expired,,,,13504
1234604,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,13505
1117008,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13506
1009146,BIN,,,Expired,CF-2025-063124,,,,,,,,,,,,,,,Deficient,CF-2025-063124,,,13507
1471862,BIN,,,Active,,,,,,,,,,Active,,Expired,,Active,,Expired,,Active,,13508
1380450,BIN,,,Active,,Expired,,,,,,,,Active,,,,Active,,Deficient,,Active,,13509
1418940,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13510
1002764,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13511
1180136,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13512
1017429,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13513
1380158,BIN,,,Expired,,,,,,,,,,,,,,Active,,Deficient,,,,13514
1509369,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13515
1448901,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,13516
1525678,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,13517
1313911,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13518
1415326,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13519
1476993,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13520
1071327,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13521
1055571,BIN,,,Active,,,,,,,,,,Active,,Active,,,,,,,,13522
1037553,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13523
1531484,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,13524
1479602,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13525
1212837,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13526
1549144,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13527
1531394,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13528
1550133,BIN,,,Deficient,,,,,,,,,,Expired,,Active,,,,Expired,,,,13529
1443873,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13530
1055074,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13531
1436359,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13532
1368352,BIN,,,Expired,,,,,,,,,,Expired,,,,Active,,,,,,13533
1109379,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13534
1538977,BIN,,,Active,,,,,,Active,,,,Active,,,,,,,,,,13535
1119340,BIN,,,Active,,,,,,,,,,,,Expired,CF-2025-091746,,,Expired,CF-2025-091553,,,13536
1428150,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,13537
1270940,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13538
1107257,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13539
1170622,BIN,,,Expired,,,,,,Active,,,,Expired,,,,,,,,,,13540
1147621,BIN,,,Expired,,,,,,,,,,Active,,,,,,,,,,13541
1492278,BIN,,,Expired,,,,,,,,,,Expired,,,,,,Expired,,,,13542
1391185,BIN,,,Expired,,,,,,,,,,,,,,Active,,Active,,,,13543
1463267,BIN,,,Deficient,CF-2025-115933,,,,,,,,,Expired,CF-2025-115933,Active,,Expired,,Deficient,CF-2025-115933,,,13544
1274435,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13545
1212111,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13546
1150533,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13547
1247315,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,13548
1194581,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,13549
1485126,BIN,,,Active,,Expired,,,,,,,,Expired,,,,Active,,Active,,Active,,13550
1375737,BIN,,,Active,,,,,,,,,,Active,,Active,,Active,,Active,,Active,,13551
1476118,BIN,,,Active,,,,,,Active,,,,Active,,Active,,Active,,Active,,,,13552
1476305,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13553
1431706,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13554
1081553,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13555
1370413,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13556
1141008,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13557
1436944,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13558
1006864,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13559
1049234,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13560
1419904,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13561
1300910,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13562
1436865,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13563
1546204,BIN,,,,,,,,,Active,,,,,,,,,,,,,,13564
1403614,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13565
1323223,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13566
1134600,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,13567
1349527,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13568
1421097,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13569
1269589,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13570
1486553,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,13571
1549787,BIN,,,,,,,,,,,,,,,,,,,Active,,,,13572
1542972,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,13573
1431199,BIN,,,,,,,,,Expired,CF-2024-105759,,,,,Expired,,,,,,,,13574
1000111,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13575
1282923,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13576
1472618,BIN,,,Active,,,,,,,,,,Active,,Active,,Active,,Expired,,,,13577
1309338,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13578
1330202,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13579
1143007,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13580
1367334,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13581
1425391,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13582
1238453,BIN,,,,,,,,,,,,,,,Active,,,,,,,,13583
1285147,BIN,,,Expired,,,,,,,,,,Active,,,,,,Expired,,,,13584
1106382,BIN,,,Active,,,,,,,,,,,,Expired,,,,Deficient,,,,13585
1542147,BIN,,,Active,,,,,,Active,,,,,,,,Active,,Deficient,CF-2025-117674,,,13586
1504555,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,13587
1073050,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,,,,13588
1021680,BIN,,,Expired,,,,,,,,,,,,,,Active,,Active,,,,13589
1506234,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13590
1544482,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13591
1438217,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13592
1072433,BIN,,,Active,,,,,,,,,,,,,,,,,,,,13593
1262068,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,13594
